"Prebivalstvo - izbrani kazalniki, obèine in naselja, Slovenija, letno"

"OBÈINA/NASELJE"	"2024 Prebivalstvo - SKUPAJ"
"178007 Spodnji Boè"	158
"178008 Spodnji Slemen"	630
"178009 Sv. Duh na Ostrem vrhu"	123
"178010 Veliki Boè"	111
"178011 Vurmat - del"	22
"178012 Zgornja Selnica"	498
"178013 Zgornji Boè"	229
"178014 Zgornji Slemen - del"	80
"179 SODRAŽICA"	2308
"179001 Betonovo"	4
"179002 Brlog - del"	2
"179003 Globel"	117
"179004 Janeži"	13
"179005 Jelovec"	51
"179006 Kotel"	6
"179007 Kraèali"	30
"179008 Kržeti"	45
"179009 Lipovšica"	55
"179010 Male Vinice"	19
"179011 Nova Štifta"	9
"179012 Novi Pot"	9
"179013 Petrinci"	41
"179014 Podklanec"	106
"179015 Preska"	9
"179016 Ravni Dol"	41
"179017 Sinovica"	16
"179018 Sodražica"	881
"179019 Travna Gora"	39
"179020 Vinice"	90
"179021 Zamostec"	258
"179022 Zapotok"	165
"179023 Žimarice"	302
"180 SOLÈAVA"	514
"180001 Logarska Dolina"	122
"180002 Podolševa"	61
"180003 Robanov Kot"	133
"180004 Solèava"	198
"181 SVETA ANA"	2360
"181001 Dražen Vrh - del"	170
"181002 Froleh"	129
"181003 Kremberk"	224
"181004 Krivi Vrh"	220
"181005 Ledinek"	242
"181006 Lokavec"	204
"181007 Rožengrunt"	183
"181008 Sv. Ana v Slov. Goricah"	159
"181009 Zgornja Baèkova"	47
"181010 Zgornja Roèica"	54
"181011 Zgornja Šèavnica"	480
"181012 Žice"	248
"182 SVETI ANDRAŽ V SLOV. GORICAH"	1196
"182001 Drbetinci"	229
"182002 Gibina"	73
"182003 Hvaletinci"	98
"182004 Novinci"	199
"182005 Rjavci"	87
"182006 Slavšina"	184
"182007 Vitomarci"	326
"183 ŠEMPETER - VRTOJBA"	6267
"183001 Šempeter pri Gorici"	3634
"183002 Vrtojba"	2633
"184 TABOR"	1750
"184001 Èrni Vrh"	160
"184002 Kapla"	246
"184003 Loke"	181
"184004 Miklavž pri Taboru"	154
"184005 Ojstriška vas"	257
"184006 Pondor"	167
"184007 Tabor"	585
"185 TRNOVSKA VAS"	1398
"185001 Biš"	347
"185002 Bišeèki Vrh"	197
"185003 Èrmlja"	106
"185004 Loèiè"	142
"185005 Sovjak"	73
"185006 Trnovska vas"	352
"185007 Trnovski Vrh"	181
"186 TRZIN"	4073
"186001 Trzin"	4073
"187 VELIKA POLANA"	1394
"187001 Brezovica"	213
"187002 Mala Polana"	325
"187003 Velika Polana"	856
"188 VERŽEJ"	1358
"188001 Banovci"	224
"188002 Bunèani"	155
"188003 Veržej"	979
"189 VRANSKO"	2725
"189001 Brode"	195
"189002 Èeplje"	220
"189003 Èreta"	16
"189004 Jeronim"	212
"189005 Limovce"	72
"189006 Loèica pri Vranskem"	165
"189007 Prapreèe"	160
"189008 Prekopa"	284
"189009 Selo pri Vranskem"	65
"189010 Stopnik"	222
"189011 Tešova"	94
"189012 Vologa"	40
"189013 Vransko"	818
"189014 Zahomce"	57
"189015 Zajasovnik - del"	34
"189016 Zaplanina"	71
"190 ŽALEC"	21788
"190001 Arja vas"	513
"190002 Brnica"	53
"190003 Dobriša vas"	452
"190005 Drešinja vas"	270
"190006 Galicija"	592
"190007 Gotovlje"	1171
"190008 Griže"	688
"190009 Hramše"	205
"190010 Kale"	139
"190011 Kasaze"	769
"190012 Levec"	476
"190013 Liboje"	506
"190014 Ložnica pri Žalcu"	488
"190015 Mala Pirešica"	78
"190016 Migojnice"	702
"190017 Novo Celje"	15
"190018 Pernovo"	560
"190019 Petrovèe"	999
"190020 Podkraj"	233
"190021 Podlog v Savinjski Dolini"	314
"190022 Podvin"	338
"190023 Pongrac"	816
"190024 Ponikva pri Žalcu"	379
"190025 Ruše"	62
"190026 Spodnje Grušovlje"	117
"190027 Spodnje Roje"	31
"190028 Studence"	645
"190029 Šempeter v Savinj. Dolini"	2032
"190030 Velika Pirešica"	509
"190031 Vrbje"	648
"190032 Zabukovica"	931
"190033 Zalog pri Šempetru"	124
"190034 Zaloška Gorica"	38
"190035 Zavrh pri Galiciji"	128
"190036 Zgornje Grušovlje"	177
"190037 Zgornje Roje"	149
"190038 Žalec"	5082
"190039 Železno"	247
"190040 Grèe"	112
"191 ŽETALE"	1288
"191001 Èermožiše"	294
"191002 Dobrina"	239
"191003 Koèice"	250
"191004 Nadole"	149
"191005 Žetale"	356
"192 ŽIROVNICA"	4535
"192001 Breg"	673
"192002 Breznica"	455
"192003 Doslovèe"	145
"192004 Moste"	702
"192005 Rodine"	341
"192006 Selo pri Žirovnici"	307
"192007 Smokuè"	530
"192008 Vrba"	196
"192009 Zabreznica"	527
"192010 Žirovnica"	659
"193 ŽUŽEMBERK"	4663
"193001 Boršt pri Dvoru"	70
"193002 Brezova Reber pri Dvoru"	54
"193003 Budganja vas"	95
"193004 Dešeèa vas"	61
"193005 Dolnji Ajdovec"	75
"193006 Dolnji Kot"	72
"193007 Dolnji Križ"	24
"193008 Drašèa vas"	82
"193009 Dvor"	419
"193010 Gornji Ajdovec"	44
"193011 Gornji Kot"	61
"193012 Gornji Križ"	51
"193013 Gradenc"	81
"193014 Hinje"	59
"193015 Hrib pri Hinjah"	16
"193016 Jama pri Dvoru"	105
"193017 Kleèet"	137
"193018 Klopce"	5
"193019 Lašèe"	55
"193020 Lazina"	17
"193021 Lopata"	76
"193022 Maèkovec pri Dvoru"	106
"193023 Mali Lipovec"	71
"193024 Malo Lipje"	26
"193025 Pleš"	12
"193026 Plešivica"	23
"193027 Podgozd"	94
"193028 Podlipa"	43
"193029 Poljane pri Žužemberku"	32
"193030 Prapreèe"	76
"193031 Prevole"	82
"193032 Ratje"	38
"193033 Reber"	107
"193034 Sadinja vas pri Dvoru"	171
"193035 Sela pri Ajdovcu"	8
"193036 Sela pri Hinjah"	47
"193037 Srednji Lipovec"	87
"193038 Stavèa vas"	110
"193039 Šmihel pri Žužemberku"	124
"193040 Trebèa vas"	83
"193041 Veliki Lipovec"	96
"193042 Veliko Lipje"	48
"193043 Vinkov Vrh"	53
"193044 Visejec"	90
"193045 Vrh pri Hinjah"	46
"193046 Vrh pri Križu"	35
"193047 Vrhovo pri Žužemberku"	30
"193048 Zafara"	50
"193049 Zalisec"	53
"193050 Žužemberk"	1046
"193051 Žvirèe"	117
"194 ŠMARTNO PRI LITIJI"	5756
"194001 Bogenšperk"	5
"194002 Bukovica pri Litiji"	39
"194003 Cerovica"	160
"194004 Èrni Potok"	320
"194005 Dolnji Vrh"	53
"194006 Dragovšek"	70
"194007 Dvor"	108
"194008 Gornji Vrh"	24
"194009 Gozd-Reka"	152
"194010 Gradišèe pri Litiji"	88
"194011 Gradišèe-K. o. Grad. in Polj."	85
"194012 Gradiške Laze"	151
"194013 Jablaniške Laze"	60
"194014 Jablaniški Potok"	6
"194015 Jastrebnik"	34
"194016 Javorje"	88
"194017 Jelša"	117
"194018 Ježce"	36
"194019 Ježni Vrh"	28
"194020 Kamni Vrh pri Primskovem"	3
"194021 Koške Poljane"	9
"194022 Leskovica pri Šmartnem"	67
"194023 Liberga"	62
"194024 Lupinica"	123
"194025 Mala Kostrevnica"	254
"194026 Mala Štanga"	31
"194027 Mihelca"	42
"194028 Mišji Dol"	44
"194029 Mulhe"	29
"194030 Obla Gorica"	28
"194031 Podroje"	150
"194032 Poljane pri Primskovem"	20
"194033 Preska nad Kostrevnico"	103
"194034 Primskovo"	37
"194035 Raèica"	60
"194036 Razbore-K. o. Ježni Vrh"	29
"194037 Razbore-K. o. Poljane - del"	-
"194038 Riharjevec"	63
"194039 Selšek"	69
"194040 Sevno"	55
"194041 Spodnja Jablanica"	60
"194042 Stara Gora pri Vel.Gabru"	32
"194043 Šèit"	22
"194044 Šmartno pri Litiji"	1455
"194045 Štangarske Poljane"	73
"194046 Velika Kostrevnica"	216
"194047 Velika Štanga"	132
"194048 Vinji Vrh"	7
"194049 Vintarjevec"	165
"194050 Višnji Grm"	27
"194051 Volèja Jama"	96
"194052 Vrata"	40
"194053 Zagriè"	31
"194054 Zavrstnik"	390
"194055 Zgornja Jablanica"	108
"195 APAÈE"	3580
"195001 Apaèe"	597
"195002 Èrnci"	274
"195003 Drobtinci"	117
"195004 Grabe"	113
"195005 Janhova"	45
"195006 Lešane"	187
"195007 Lutverci"	364
"195008 Mahovci"	122
"195009 Nasova"	161
"195010 Novi vrh"	19
"195011 Plitvica"	108
"195012 Podgorje"	169
"195013 Pogled"	54
"195014 Segovci"	313
"195015 Spodnje Konjišèe"	33
"195016 Stogovci"	143
"195017 Vratja vas"	87
"195018 Vratji Vrh"	80
"195019 Zgornje Konjišèe"	86
"195020 Žepovci"	351
"195021 Žiberci"	157
"196 CIRKULANE"	2378
"196001 Brezovec"	227
"196002 Cirkulane"	454
"196003 Dolane"	166
"196004 Gradišèa"	366
"196005 Gruškovec"	146
"196006 Mali okiè"	102
"196007 Medribnik"	143
"196008 Meje"	71
"196009 Paradiž"	186
"196010 Pohorje"	105
"196011 Pristava"	191
"196012 Slatina"	107
"196013 Veliki Vrh"	114
"197 KOSTANJEVICA NA KRKI"	2464
"197001 Avguštine"	43
"197002 Èrešnjevec pri Oštrcu"	19
"197003 Èrneèa vas"	124
"197004 Dobe"	114
"197005 Dobrava pri Kostanjevici"	22
"197006 Dolnja Prekopa"	245
"197007 Dolšce"	103
"197008 Globoèice pri Kostanjevici"	111
"197009 Gornja Prekopa"	108
"197010 Griè"	41
"197011 Ivanjše"	28
"197012 Jablance"	59
"197013 Karlèe"	4
"197014 Koèarija"	76
"197015 Koprivnik"	11
"197016 Kostanjevica na Krki"	698
"197017 Male Vodenice"	35
"197018 Malence"	67
"197019 Orehovec"	223
"197020 Oštrc"	157
"197021 Podstrm"	15
"197022 Ržišèe"	20
"197023 Sajevce"	24
"197024 Slinovce"	41
"197025 Velike Vodenice"	44
"197026 Vrbje"	9
"197027 Vrtaèa"	5
"197028 Zaboršt"	18
"198 MAKOLE"	2028
"198001 Dežno pri Makolah"	84
"198002 Jelovec pri Makolah"	178
"198003 Ložnica"	130
"198004 Makole"	231
"198005 Mosteèno"	197
"198006 Peèke"	288
"198007 Savinsko"	109
"198008 Stari Grad"	219
"198009 Stopno"	81
"198010 Stranske Makole"	123
"198011 Strug"	66
"198012 Štatenberg"	217
"198013 Varoš"	105
"199 MOKRONOG - TREBELNO"	3223
"199001 Beli Griè"	49
"199002 Bitnja vas"	40
"199003 Bogneèa vas"	59
"199004 Brezje pri Trebelnem"	41
"199005 Brezovica pri Trebelnem"	19
"199006 Bruna vas"	42
"199007 Cerovec pri Trebelnem"	75
"199008 Cikava"	37
"199009 Èešnjice pri Trebelnem"	120
"199010 Èilpah"	59
"199011 Èužnja vas"	139
"199012 Dolenje Laknice"	72
"199013 Dolenje Zabukovje"	22
"199014 Dreèji Vrh"	83
"199015 Gorenja vas pri Mokronogu"	18
"199016 Gorenje Laknice"	122
"199017 Gorenje Zabukovje"	68
"199018 Gorenji Mokronog"	18
"199019 Hrastovica"	118
"199020 Jagodnik"	43
"199021 Jelševec"	36
"199022 Križni Vrh"	27
"199023 Log"	41
"199024 Maline"	23
"199025 Martinja vas pri Mokronogu"	121
"199026 Mirna vas"	75
"199027 Mokronog"	743
"199028 Most"	39
"199029 Ornuška vas"	63
"199030 Ostrožnik"	56
"199031 Podturn"	16
"199032 Pugled pri Mokronogu"	28
"199033 Pušèava"	113
"199034 Radna vas"	42
"199035 Ribjek"	36
"199036 Roje pri Trebelnem"	39
"199037 Slepšek"	116
"199038 Srednje Laknice"	30
"199039 Sv. Vrh"	129
"199040 Štatenberk"	49
"199041 Trebelno"	86
"199042 Velika Strmica"	44
"199043 Vrh pri Trebelnem"	27
"200 POLJÈANE"	4396
"200001 Brezje pri Poljèanah"	113
"200002 Èadramska vas"	149
"200003 Globoko ob Dravinji"	94
"200004 Hrastovec pod Boèem"	103
"200005 Krasna"	71
"200006 Križeèa vas"	103
"200007 Ljubièno"	82
"200008 Lovnik"	25
"200009 Lušeèka vas"	268
"200010 Modraže"	65
"200011 Novake"	199
"200012 Podboè"	19
"200013 Poljèane"	1129
"200014 Spodnja Brežnica"	225
"200015 Spodnje Poljèane"	626
"200016 Stanovsko"	243
"200017 Studenice"	140
"200018 Zgornje Poljèane"	742
"201 RENÈE - VOGRSKO"	4417
"201001 Bukovica"	443
"201002 Dombrava"	59
"201003 Oševljek"	200
"201004 Renèe"	2045
"201005 Vogrsko"	930
"201006 Volèja Draga"	740
"202 SREDIŠÈE OB DRAVI"	1867
"202001 Godeninci"	137
"202002 Grabe"	124
"202003 Obrež"	474
"202004 Središèe ob Dravi"	956
"202005 Šalovci"	176
"203 STRAŽA"	3905
"203001 Dolnje Mraševo"	34
"203002 Drganja Sela"	269
"203003 Jurka vas"	167
"203004 Loke"	71
"203005 Podgora"	195
"203006 Potok"	233
"203007 Prapreèe pri Straži"	143
"203008 Rumanja vas"	249
"203009 Straža"	1977
"203010 Vavta vas"	409
"203011 Zalog"	158
"204 SVETA TROJICA V SLOV. GORICAH"	2222
"204001 Goèova"	236
"204002 Osek"	379
"204003 Spodnja Senarska"	103
"204004 Spodnje Verjane"	21
"204005 Sv. Trojica v Slov. goricah"	883
"204006 Zgornja Senarska"	114
"204007 Zgornje Verjane"	121
"204008 Zgornji Porèiè"	365
"205 SVETI TOMAŽ"	1978
"205001 Bratoneèice"	46
"205002 Gornji Kljuèarovci"	104
"205003 Gradišèe"	47
"205004 Hranjigovci"	80
"205005 Koraèice"	175
"205006 Mala vas pri Ormožu"	128
"205007 Mezgovci"	47
"205008 Pršetinci"	148
"205009 Rakovci"	118
"205010 Rucmanci"	183
"205011 Savci"	213
"205012 Sejanci"	45
"205013 Senèak"	63
"205014 Senik"	109
"205015 Sveti Tomaž"	254
"205016 Trnovci"	134
"205017 Zagorje"	84
"206 ŠMARJEŠKE TOPLICE"	3583
"206001 Bela Cerkev"	128
"206002 Brezovica"	246
"206003 Èelevec"	57
"206004 Dol pri Šmarjeti"	25
"206005 Dolenje Kronovo"	125
"206006 Draga"	19
"206007 Družinska vas"	355
"206008 Gorenja vas pri Šmarjeti"	258
"206009 Gradenje"	63
"206010 Griè pri Klevevžu"	37
"206011 Hrib"	46
"206012 Koglo"	43
"206013 Mala Strmica"	42
"206014 Orešje"	189
"206015 Radovlja"	200
"206016 Sela"	37
"206017 Sela pri Zburah"	28
"206018 Strelac"	53
"206019 Šmarješke Toplice"	688
"206020 Šmarjeta"	299
"206021 Vinica pri Šmarjeti"	113
"206022 Vinji Vrh"	239
"206023 Zbure"	168
"206024 Žalovièe"	125
"207 GORJE"	2744
"207001 Grabèe"	76
"207002 Krnica"	403
"207003 Mevkuž"	80
"207004 Perniki"	16
"207005 Podhom"	300
"207006 Poljšica pri Gorjah"	230
"207007 Radovna"	11
"207008 Spodnje Gorje"	976
"207009 Spodnje Laze"	51
"207010 Višelnica"	74
"207011 Zgornje Gorje"	427
"207012 Zgornje Laze"	58
"207013 Zatrnik"	42
"208 LOG - DRAGOMER"	3812
"208001 Dragomer"	1499
"208002 Log pri Brezovici"	1798
"208003 Lukovica pri Brezovici"	515
"209 REÈICA OB SAVINJI"	2328
"209001 Dol-Suha"	160
"209002 Grušovlje"	85
"209003 Homec"	126
"209004 Nizka"	224
"209005 Poljane"	124
"209006 Reèica ob Savinji"	490
"209007 Spodnja Reèica"	286
"209008 Spodnje Pobrežje"	87
"209009 Šentjanž"	228
"209010 Trnovec"	108
"209011 Varpolje"	307
"209012 Zgornje Pobrežje"	103
"210 SVETI JURIJ V SLOV. GORICAH"	2186
"210001 Jurovski Dol"	470
"210002 Malna"	241
"210003 Spodnji Gasteraj"	327
"210004 Srednji Gasteraj"	79
"210005 Varda"	92
"210006 Zgornje Partinje"	601
"210007 Zgornji Gasteraj"	140
"210008 Žitence"	236
"211 ŠENTRUPERT"	2995
"211001 Bistrica"	103
"211002 Brinje"	73
"211003 Dolenje Jesenice"	56
"211004 Draga pri Šentrupertu"	140
"211005 Gorenje Jesenice"	105
"211006 Hom"	104
"211007 Hrastno"	77
"211008 Kamnje"	100
"211009 Mali Cirnik pri Šentjanžu"	89
"211010 Okrog"	112
"211011 Prelesje"	128
"211012 Rakovnik pri Šentrupertu"	116
"211013 Ravnik"	131
"211014 Roženberk"	22
"211015 Slovenska vas"	575
"211016 Straža"	104
"211017 Šentrupert"	312
"211018 Škrljevo"	86
"211019 Trstenik"	146
"211020 Vesela Gora"	64
"211021 Vrh"	135
"211022 Zabukovje"	85
"211023 Zaloka"	44
"211024 Kostanjevica"	43
"211025 Ravne nad Šentrupertom"	45
"212 MIRNA"	2753
"212001 Mirna"	1419
"212002 Brezovica pri Mirni"	123
"212003 Cirnik"	43
"212004 Debenec"	54
"212005 Glinek"	13
"212006 Gomila"	89
"212007 Gorenja vas pri Mirni"	118
"212008 Migolica"	74
"212009 Migolska Gora"	39
"212010 Praprotnica"	42
"212011 Ravne"	17
"212012 Sajenice"	28
"212013 Selo pri Mirni"	69
"212014 Selska Gora"	19
"212015 Stan"	110
"212016 Stara Gora"	61
"212017 Ševnica"	71
"212018 Škrjanèe"	20
"212019 Trbinc"	80
"212020 Volèje Njive"	47
"212021 Zabrdje"	160
"212022 Zagorica"	57
"213 ANKARAN/ANCARANO"	3325
"213001 Ankaran/Ancarano"	3325
